@relation filtered

@attribute okres_w_jakim_pobierał_dochód {'(-inf-112.2]','(112.2-224.4]','(224.4-336.6]','(336.6-448.8]','(448.8-inf)'}
@attribute rodzaj_źródła_dochodu {'(-inf-28.6]','(28.6-46.2]','(46.2-63.8]','(63.8-81.4]','(81.4-inf)'}
@attribute kwota_kredytu {'(-inf-660]','(660-1120]','(1120-1580]','(1580-2040]','(2040-inf)'}
@attribute wiek {'(-inf-30.4]','(30.4-42.8]','(42.8-55.2]','(55.2-67.6]','(67.6-inf)'}
@attribute okres_w_jakim_będzie_pobierał_dochód {'(-inf-9.6]','(9.6-19.2]','(19.2-28.8]','(28.8-38.4]','(38.4-inf)'}
@attribute płeć {kobieta,mężczyzna}
@attribute ktore_rolowanie {'(-inf-1.2]','(1.2-2.4]','(2.4-3.6]','(3.6-4.8]','(4.8-inf)'}
@attribute miesieczny_dochod_netto {'(-inf-6340]','(6340-12255]','(12255-18170]','(18170-24085]','(24085-inf)'}
@attribute status_pozyczki {dobry,z?y}

@data
'(224.4-336.6]','(-inf-28.6]','(660-1120]','(67.6-inf)','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(42.8-55.2]','(-inf-9.6]',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(81.4-inf)','(660-1120]','(30.4-42.8]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(24085-inf)',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(2.4-3.6]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',z?y
'(-inf-112.2]','(81.4-inf)','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(9.6-19.2]',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(9.6-19.2]',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(42.8-55.2]','(38.4-inf)',kobieta,'(2.4-3.6]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(19.2-28.8]',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(19.2-28.8]',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(-inf-9.6]',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(9.6-19.2]',mężczyzna,'(2.4-3.6]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(-inf-9.6]',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(-inf-30.4]','(-inf-9.6]',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(9.6-19.2]',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(-inf-9.6]',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(19.2-28.8]',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',z?y
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(9.6-19.2]',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(19.2-28.8]',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(19.2-28.8]',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(81.4-inf)','(-inf-660]','(30.4-42.8]','(9.6-19.2]',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(1120-1580]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(660-1120]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(30.4-42.8]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(9.6-19.2]',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',kobieta,'(2.4-3.6]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(19.2-28.8]',mężczyzna,'(2.4-3.6]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(19.2-28.8]',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(42.8-55.2]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(9.6-19.2]',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(42.8-55.2]','(19.2-28.8]',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(-inf-9.6]',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(-inf-9.6]',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(336.6-448.8]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(1120-1580]','(42.8-55.2]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(2.4-3.6]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(448.8-inf)','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(81.4-inf)','(-inf-660]','(-inf-30.4]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(6340-12255]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(2.4-3.6]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(-inf-9.6]',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(-inf-9.6]',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(2.4-3.6]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(19.2-28.8]',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(2.4-3.6]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(81.4-inf)','(-inf-660]','(-inf-30.4]','(-inf-9.6]',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(660-1120]','(67.6-inf)','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(-inf-30.4]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(67.6-inf)','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',z?y
'(224.4-336.6]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(-inf-30.4]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',z?y
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(2.4-3.6]','(-inf-6340]',dobry
'(336.6-448.8]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(-inf-1.2]','(-inf-6340]',z?y
'(336.6-448.8]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',kobieta,'(2.4-3.6]','(-inf-6340]',dobry
'(336.6-448.8]','(-inf-28.6]','(-inf-660]','(42.8-55.2]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(112.2-224.4]','(-inf-28.6]','(-inf-660]','(30.4-42.8]','(38.4-inf)',kobieta,'(-inf-1.2]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(-inf-660]','(55.2-67.6]','(38.4-inf)',mężczyzna,'(1.2-2.4]','(-inf-6340]',dobry
'(-inf-112.2]','(-inf-28.6]','(660-1120]','(30.4-42.8]','(-inf-9.6]',mężczyzna,'(-inf-1.2]','(-inf-6340]',dobry
